Semester,Year,Area,Course #,Course Title,Time,Location,Credits,Enroll Limits,Instructors,Section #,Waitlist,Curriculum Category,Notes,Delivery Mode
SP,2014,ENGR,ENGR1199,Special Topics in Engineering: Physics of Conservation Laws: Energy Focused,TF 9-10:40am,AC213,4,24,Mechtenberg,01,,,"Small WAITLIST Available (6); Crosslisted with SCI1199.  This course number will receive ENGR credit.  If you want SCI credit, enroll in SCI1199. You cannot change your designation
after the add deadline of Feb 3",
SP,2014,ENGR,ENGR 1330,Fundamentals of Machine Shop Operations,W 12:30-4:30pm,AC104,4,6,Andruskiewicz,01,,,WAITLIST Available,
SP,2014,ENGR,ENGR 2210,Principles of Engineering,MR 1:30-3:10pm,AC306,4,28,Cavalcanti,01,,,,
SP,2014,ENGR,ENGR 3199,Special Topics in Engineering: Energy Harvesting,TF 10:50- 12:30pm,AC309,4,15,Lee Mur-Miranda,01,,,Small WAITLIST Available (5),
SP,2014,ENGR,ENGR 4190,Senior Capstone Program in Engineering (SCOPE),W 9-10:40am; 12:30-6pm,team locations,4,tbd,"Sarang- Sieminski, et al",01-14,,,Enroll in same section as you are enrolled in for Fall 2013,
SP,2014,INTEGRATED,"AHSE 2141 /
ENGR 2141",Engineering for Humanity,M 10:50-1:00pm & W 2-5:00pm,AC109,4,18,Lynch Ben Ur,01,,,WAITLIST Available,
SP,2014,INTEGRATED,MTH 2199C / ENGR 2199C,Special Topics in Mathematics & Engineering: Data Science,TF 1:30-3:10pm,AC417,4,25,Downey,01,,,"Satisfies Probability and Statistics Requirement; See notes in Registration Booklet about who is eligible to enroll in this Prob
Stat option; WAITLIST Available",
SP,2014,ME,ENGR 2320,Mechanics of Solids and Structures,TF 1:30-3:10pm,AC128,4,28,Barrett,01,,,,
SP,2014,ME,ENGR 2330,Introduction to Mechanical Prototyping,"T 3:20-6pm, R 9- 10:40am",AC109,4,25,Hoover,01,,,WAITLIST Available,
SP,2014,ME,ENGR 2350,Thermodynamics,MR 1:30-3:10pm,AC318,4,30,Townsend,01,,,Small WAITLIST Available (5),
SP,2014,ME,ENGR 3370,Controls,MR 6:30-8:10pm,AC328,4,25,Santarelli,01,,,,
SP,2014,ME,ENGR 3392,Robotics II,TF 1:30-3:10pm,AC309,4,20,Bennett,01,,,WAITLIST Available,
SP,2014,ME,ENGR 3399,Special Topics in Mechanical Engineering: Biomedical CAD and FEA,MR 3:20-5pm,AC109,4,10,Lee,01,,,Small WAITLIST Available (5),
SP,2014,MTH,MTH 2188,Special Topics in Mathematics: Linearity 1,TF 1:30-3:10pm,"AC318, 326,
328",4,90,"Byrne, Geddes, Hoffman",01,,,,
SP,2014,MTH,MTH 2199,Special Topics in Mathematics: Modeling with Probabilities,MR 9-10:40am,AC128,4,40,Patel,01,,,"Satisfies Probability and Statistics Requirement; See notes in Registration Booklet about who is eligible to enroll in this Prob
Stat option",
SP,2014,MTH,MTH 2199A,Special Topics in Mathematics: A Mathematical Introduction to Cryptography,MR 10:50- 12:30pm,AC128,2,40,Patel,01,,,Session I,
SP,2014,MTH,MTH 2199B,Special Topics in Mathematics: The Logic of Logicomix,MR 10:50- 12:30pm,AC128,2,40,Patel,01,,,Session II,
SP,2014,MTH,MTH 3120,Partial Differential Equations,TF 10:50- 12:30pm,AC326,4,26,Byrne,01,,,WAITLIST Available,
SP,2014,MTH,MTH 3170,Nonlinear Dynamics and Chaos,TF 10:50- 12:30pm,AC318,4,16,Geddes,01,,,EXPERIMENTAL GRADING,
SP,2014,SCI,SCI 1130,Mechanics: Theoretical / Experimental Approach,MR 1:30-3:10pm,AC128,4,32,Zastavker,A1,,,,
SP,2014,SCI,SCI 1130,Mechanics: Modeling and Simulation Approach,TF 9-10:40am,AC328,4,30,Somerville,C1,,,,
SP,2014,SCI,SCI 1130,Mechanics: Modeling and Simulation Approach,TF 10:50- 12:30pm,AC328,4,30,Somerville,C2,,,,
SP,2014,SCI,SCI 1199,Special Topics in Physics Foundation: Physics of Conservation Laws: Energy Focused,TF 9-10:40am,AC213,4,24,Mechtenberg,01,,,"Small WAITLIST Available (6); Crosslisted with ENGR1199. This course number will receive SCI credit.  If you want ENGR credit, enroll in ENGR1199. You cannot change your designation after the add deadline of Feb 3",
SP,2014,SCI,SCI 1210,Principles of Modern Biology (with Lab): Designing Better Drugs to Fight Disease,TF 10:50-12:30pm; T 3:20-6pm,AC417; AC406,4,25,Pratt,01,,,WAITLIST Available,
SP,2014,SCI,SCI 1210,Principles of Modern Biology (with Lab): Human Genetics and Genomics,MR 1:30-3:10pm; W 12:30-3:10pm,AC417; AC406,4,30,Donis-Keller,02,,,WAITLIST Available,
SP,2014,SCI,SCI 1310,Introduction to Chemistry (with Lab),MR 1:30-3:10pm; W 12:30-3:10pm,AC313; AC409,4,24,Morse,01,,,,
SP,2014,SCI,SCI 1410,Materials Science and Solid State Chemistry (with Lab),TF 8:30-10:40am,AC413,4,21,Christianson,01,,,,
SP,2014,SCI,SCI 1410,Materials Science and Solid State Chemistry (with Lab),T 3:20-5:30pm; W 1-3:10pm,AC413,4,21,Christianson,02,,,,
SP,2014,SCI,SCI 2130,Quantum Physics,TF 9-10:40am,AC113,4,25,Holt,01,,,Foundation option for students with strong physics background,
SP,2014,SCI,SCI 2140,Relativity,TF 10:50- 12:30pm,AC113,2,25,Holt,01,,,Session I,
SP,2014,SCI,SCI 2214,Microbial Diversity,W 1:00-4pm,AC417; AC404,4,15,Huang,01,,,,
SP,2014,SCI,SCI 2320,Organic Chemistry w/ Lab,"MR 9-10:40am;
Tues 3:20-6pm",AC318; AC409,4,30,Morse,01,,,,
SP,2014,SCI,SCI 3320,Organic Chemistry II (with lab),see Professor Morse,,4,8,Morse,01,,,Will run as an independent study; See Professor Morse,
SP,2014,SUST,SUST 3301,Sustainability Certificate Synthesis Course,M 3:30-6:30pm,AC213,4,15,Huang,01,,,,
SP,2014,SEMINAR,SEM  301,Seminar: Fundamentals of Mechanical Design,M 6-7:40pm,AC306,1,20,Cavalcanti,S1,,,WAITLIST Available,
SP,2014,SEMINAR,SEM  302,Seminar: Introduction to Pneumatic and Hydraulic Systems,R 6-7:40pm,AC306,1,20,Cavalcanti,S1,,,WAITLIST Available,
SP,2014,SEMINAR,SEM  401,Seminar: Introductory Power Supplies,M 6-7:40pm,AC318,1,18,VanWyk,S1,,,Pre-requisite: Completion of First Year Requirements,
SP,2014,ADMN,AWAY 1000,The Study Away Program,,,12,30,,01,,,"Enrollment in this course (fulltime, 12 credits) is required for those planning to study away in Spring 2014",
SP,2014,ADMN,OIP 1000,The Olin Internship Practicum,,,1,,,01,,,see PGP for details,
FA,2020,AHS,AHSE0112,AHSE0112: The Olin Conductorless Orchestra: Building a Community of Practice,R 6-8pm,,1,no cap,"Dabby, Diana",01,no,AHS Elective,New Description available in the Supplement,Fully Remote
FA,2020,AHS,AHSE2199A,"AHSE2199A: Special Topics in Arts, Humanities and Social Science: Democracy in Action: Election2020",Tues & Fri 10-11:30am,,4,no cap,"Lynch, Caitrin; Martello, Rob",01,no,AHS Elective,Experimental Grading,Fully Remote
FA,2020,AHS,AHSE2199B,"AHSE2199B: Special Topics in Arts, Humanities and Social Science: Weaving the Future: New Ideologies of Making",MW 2-3:30pm,,4,35,"Keizer, Arlene",01,yes,AHS Elective,,Fully Remote
FA,2020,AHS,AHSE2199C,"AHSE2199C: Special Topics in Arts, Humanities and Social Science:  Connecting with Stories",TR 10-11:30am,,4,20,"Adler, Jon; Epstein, Gillian",01,yes,AHS Elective,NEW; offered with Experimental Grading; some work may be required during ext lunch block,Fully Remote
FA,2020,AHS,AHSE3190,"AHSE3190: Arts, Humanities, Social Science Prepstone",,,1,50,"Epstein, Gillian",01,,AHS Capstone Prereq,,Fully Remote
FA,2020,CAPSTONE,ENGR4190,ENGR4190: SCOPE: Senior Capstone Program in Engineering,TR 8-10am; F 12-5pm,,4,90,"Ferzoco, Alessandra; Hersey, Scott; Sarang- Sieminski, Alisha; Stein, Lynn; Woodard, Jason",01,,CAPSTONE,Registration handled by Capstone Program,Faculty Remote
FA,2020,CAPSTONE,ENGR4290,ENGR4290: Affordable Design and Entrepreneurship Engineering Capstone,T 3:30-6:30pm; R 3:30-5:30pm,,4,15,"Graeff, Erhardt; Hersey, Scott; Linder, Ben; Taha, Kofi, Johansen, Elizabeth",01,"yes, small",CAPSTONE,Registration handled by Capstone Program,Faculty Remote
FA,2020,DSN,ENGR2299,ENGR2299:  Special Topics in Design Engineering: Creativity Practicum,TR 2-3:30pm,,4,24,"Hendren, Sara",01,yes,ELECTIVE,New,Faculty Remote
FA,2020,DSN,ENGR3220,ENGR3220: User Experience Design,MW 4-5:30pm,,4,28,"Morales, Marco",01,"yes, small",DSN Depth,,Fully Remote
FA,2020,DSN,ENGR3240,ENGR3240: Tell the Story of What You Make,MW 9-11:30am,,4,30,"Ferguson Sauder, Tim",01,"yes, small",DSN Depth,,Fully Remote
FA,2020,DSN,ENGR3260,ENGR3260: Design for Manufacturing,TR 2-3:30pm,,4,20,"Barrett, Dave; Faas, Daniela",01,"yes, large",ME Elective Design Depth,,Faculty or Fully Remote
FA,2020,DSN,ENGR3260 L,Design for Manufacturing LAB,Lab A: M 10-11:00am Lab B: T 10-11:00am,,0,10 in each Lab,"Barrett, Dave; Faas, Daniela",A B,"yes, large",ME Elective Design Depth,"Student must elect lab A OR B, not both along with the standard TR 2-3:30pm time",Faculty or Fully Remote
FA,2020,DSN,ENGR3290,ENGR3290: Affordable Design and Entrepreneurship,T 3:30-6:30pm; R 3:30-5:30pm,,4,15,"Graeff, Erhardt; Hersey, Scott; Linder, Ben; Taha, Kofi, Johansen, Elizabeth",01,"yes, large",DSN Depth,,Faculty Remote
FA,2020,E:C,ENGR2510,ENGR2510: Software Design,TR 10-11:30am,,4,28,"Matsumoto, Steve",01,"yes, small",E:C Requirement and ECE Requirement,,Fully Remote
FA,2020,E:C,ENGR3520,ENGR3520: Foundations of Computer Science,MW 10-11:30am,,4,32,"Pucella, Riccardo",01,yes,E:C Core,,Fully Remote
FA,2020,E:C,"ENGR3531
_and_MTH2131",ENGR3531_and_MTH2131: Data Science,TR 2-3:30pm,,2+2,24,"del Rosario, Zach",01,yes,ProbStat_E:Computing,Satisfies ProbStat Requirement,Fully Remote
FA,2020,E:Robo,ENGR3590,ENGR3590: A Computational Introduction to Robotics,MW 12-1:30pm,,4,30,"Malley, Melinda; Ruvolo, Paul",01,"yes, small",Core E:Robo,,Fully Remote
FA,2020,ECE,ENGR2420,ENGR2420: Intro Microelectronic Circuits with laboratory,TR 2-3:30pm,,4,32,"Minch, Brad",01,yes,ECE Requirement,New Addition to Schedule,Fully Remote
FA,2020,ECE,ENGR3410,ENGR3410: Computer Architecture,TR 12-1:30pm,,4,36,"Tse, Jonathan",01,"yes, small","ECE Requirement and
E:C Elective",,Fully Remote
FA,2020,ECE,ENGR3420,ENGR3420: Introduction to Analog and Digital Communication,MW 12-1:30pm,,4,32,"Lohmeyer, Whitney",01,"yes, small",ECE Elective,,Fully Remote
FA,2020,ECE,ENGR3499,ENGR3499:  Special Topics in Electrical and Computer Engineering: Microcontrollers for the Real World,W 6-7:30pm if needed; Mostly Self Scheduled with Instructor,,4,12,"Reifel, Stan",02,"yes, small",ECE Elective,New Addition to Schedule,Fully Remote
FA,2020,ENGR,ENGR3199,ENGR3199: Special Topics in Engineering:  Renewable Energy,MW 12-1:30pm,,4,32,"Vanasupa, Linda",01,"yes, large",ECE Elective ME Elective,,Fully Remote
FA,2020,ENTRP,AHSE2515,AHSE2515: Iterate,MW 2-3:30pm,,2,24,"Neeley, Lawrence",01,"yes, small",E! Elective,Session I: 9/8/20-10/26/2020,Fully Remote
FA,2020,ENTRP,AHSE2515A,AHSE2515A: Iterate,MW 2-3:30pm,,2,24,"Neeley, Lawrence",01,"yes, small",E! Elective,Session II: 10/28/2020 - 12/14/2020,Fully Remote
FA,2020,FYR,OIE1000,OIE1000: Olin First Year Introduction (OFYI),T 4-5:30pm,,1,90,"Waranyuwat, Adva",01,,First Year Only,Available to First Year Students Only,Mixed
FA,2020,FYR: AHS,AHSE1100,AHSE1100: History of Technology: A Cultural & Contextual Approach,TR 2-3:30pm,,4,16,"Martello, Rob",01,no,AHS Foundation,Available to First Year Students Only,Fully Remote
FA,2020,FYR: AHS,AHSE1155,AHSE1155: Identity from the Mind & the Brain: Who Am I and How Do I Know,TR 2-3:30pm,,4,16,"Adler, Jon",01,no,AHS Foundation,Available to First Year Students Only,Fully Remote
FA,2020,FYR: AHS,AHSE1199,"AHSE1199:  Arts, Humanities, Social Science Foundation: Democracy and Media",TR 2-3:30pm,,4,16,"Graeff, Erhardt",01,no,AHS Foundation,Available to First Year Students Only,Fully Remote
FA,2020,FYR: AHS,AHSE1199,"AHSE1199: Singular Voices, Dual Lives: Nabokov, Leonardo, Bach, Borodin",TR 2-3:30pm,,4,16,"Dabby, Diana",03,"yes, small",AHS Foundation,Available to First Year Students Only,Fully Remote
FA,2020,FYR: AHS,AHSE1199,"AHSE1199:  Arts, Humanities, Social Science Foundation: Infrastructure Studies",TR 2-3:30pm,,4,16,"Chachra, Debbie",02,"yes, small",AHS Foundation,Available to First Year Students Only,Fully Remote
FA,2020,FYR: AHS,AHSE1199,"AHSE1199:  Arts, Humanities, Social Science Foundation: Writers’ Workshop: Creativity and the Literary Imagination",TR 7:30-9:00am,,4,5,"Lynch, Caitrin",04,"yes, small",AHS Foundation,Available to First Year Students Only,Fully Remote
FA,2020,FYR: ENGR,ENGR1200,ENGR1200: Design Nature,MW 1-4:00pm,,4,86,"Edmonds, Tess; Ferguson Sauder, Tim; Linder, Ben; Zastavker, Yevgeniya",01,no,Design Foundation,,Faculty Remote
FA,2020,"FYR:
Interdisciplina ry",ENGX2000,ENGX2000: Quantitative Engineering Analysis 1a,TR 10-11:30am,,4,86,"Geddes, John; Govindasamy, Siddhartan; Ruvolo, Paul; Somerville, Mark",01,,"Requirement, FYR",,Fully Remote
FA,2020,"FYR:
Interdisciplina ry","MTH1111
_and_SCI1111",MTH1111_ and_SCI1111: Modeling and Simulation of the Physical World,MWF 10-11:30am,,2+2,86,"del Rosario, Zachary; Wood, Alison; Woodard, Jason",01,no,Modeling Foundation,,Fully Remote
FA,2020,Interdisciplina ry,ENGX2010,ENGX2010: Quantitative Engineering Analysis 2,MW 2-3:30pm,,4,90,"Dusek, Jeff; Lohmeyer, Whitney; Malley, Melinda; Tow, Emily",01,,"Requirement, 2nd Yr","Credit breakdown: 2 Math, 1 Science, 1 Engineering",Fully Remote
FA,2020,Interdisciplina ry,"MTH2188A
_and_SCI2099A",MTH2188A_and_SCI2099A: Decision-Making in Sustainable Systems,MW 2-3:30pm,,2+2,30,"Wood, Alison",01,"yes, large",ProbStat,Satisfies ProbStat Requirement,Fully Remote
FA,2020,ME,ENGR2320,ENGR2320: Mechanics of Solids & Structures,TR 2-3:30pm,,4,40,"Storey, Brian",01,yes,ME Requirement,New Addition to Schedule,Fully Remote
FA,2020,ME,ENGR3310,ENGR3310: Transport Phenomena,MW 10-11:30am,,4,48,"Tow, Emily",01,"yes, small",ME Requirement,,Fully Remote
FA,2020,ME,ENGR3330,ENGR3330: Mechanical Design,TR 12-1:30pm,,4,32,"Barrett, Dave",01,"yes, small",ME Requirement,,Fully Remote
FA,2020,MTH,MTH2110,MTH2110: Discrete Math,MW 12-1:30pm,,4,36,"Spence Adams, Sarah",01,"yes, large",Advanced Math,,Faculty or Fully Remote
FA,2020,MTH,MTH2110,MTH2110: Discrete Math,MW 2-3:30pm,,4,36,"Spence Adams, Sarah",02,"yes, large",Advanced Math,,Faculty or Fully Remote
FA,2020,SCI,SCI1240,SCI1240: Designing Better Drugs with Laboratory,MW 10-11:30am,,4,32,"Pratt, Joanne",01,"yes, large",BIO Foundation,,Fully Remote
FA,2020,SCI,SCI1299,SCI1299: Biology Foundation Topic: What an engineer needs to know and why,"TR 10-11:30am
T 4-7pm Lab",,4,24,"Donis-Keller, Helen",01,"yes, large",BIO Foundation,,Fully Remote
FA,2020,SCI,SCI1420,"SCI1420: Metals, Mining and the Environment",MW 4-6:00pm,,4,25,"Stolk, Jon",01,"yes, large","MatSci/Chem/Env Engr
Requirement",,Fully Remote
FA,2020,SCI,SCI1440,"SCI1440: Materials Creation, Consumption, and Impact",TR 4-6:00pm,,4,25,"Stolk, Jon",01,"yes, large","MatSci/Chem/Env Engr
Requirement",,Fully Remote
FA,2020,Sustainability (BOW),SUST3301,SUST3301: Sustainability Synthesis,M 3:30-6:30pm,,4,"45
(15 per school)","Huang, Jean",01,"yes, small",Elective,,Fully Remote
FA,2020,XADMIN,AWAY1000,Study Away Program,,,12,,Administration,01,,,Enroll in this course block to confirm your Study Away Semester,
FA,2020,XADMIN,OIP1000,The Olin Internship Practicum I,,,1,,"Phelps, Sally",01,,,See Post Graduate Planning to Enroll,
FA,2020,XADMIN,OIP1001,The Olin Internship Practicum II,,,1,,"Phelps, Sally",01,,,See Post Graduate Planning to Enroll,
FA,2014,AHS,AHSE 0112,The Olin Conductorless Orchestra,R 6:45-9:00p,"AC304, 305,
318",1,25.0,Dabby,01,,,,
FA,2014,AHS,AHSE 2170,Teaching & Learning in Undergraduate Science and Engineering,M 10:50-1:30p,AC128,4,18.0,Zastavker,01,,,,
FA,2014,AHS,AHSE 3130,Advanced Digital Photography,TF 10:50-12:30p,AC313,4,15.0,Donis-Keller,01,,,,
FA,2014,AHS,AHSE 3190,"Arts, Humanities, Social Sciences Capstone Preparatory Workshop",,,1,20.0,Epstein,01,,,required pre-requisite for AHSE4190,
FA,2014,AHS,AHSE 4190,"Arts, Humanities, Social Sciences Capstone",T 1:30-4:10p,CC214,4,25.0,Adler,01,,,,
FA,2014,DSN,ENGR 3220,Human Factors Interface Design,TF 9:40-12:30p,AC109,4,24.0,Stein; Millner,01,,,Waitlist AVAILABLE,
FA,2014,DSN,ENGR 3250,Integrated Product Design,R 3:30-6:30p,AC213,4,18.0,Linder,01,,,new description in the registration booklet,
FA,2014,DSN,ENGR 3290,Affordable Design and Entrepreneurship,T 3:30-6:30p,AC213,4,12.0,Linder,01,,,DESIGN Depth Offering,
FA,2014,DSN,ENGR 3710,Systems,TF 1:30-3:10p,AC328,4,25.0,Bennett,01,,,,
FA,2014,E!,AHSE 1515,Products and Markets,MWR 9-10:40a,AC318,4,28.0,Neeley; Hopper,01,,,"Arrangements will be made for Seniors Needing to Enroll with the Wednesday time
conflict",
FA,2014,E!,AHSE 3510,New Technology Ventures,TR 4-5:35pm,AC128,4,15.0,Brand,01,,,,
FA,2014,E!,AHSE 4590,Entrepreneurship Capstone,MR 1:30-3:10p,AC313,4,15.0,Brand,01,,,,
FA,2014,E:BE,ENGR 3600,Topics in Bioengineering,MR 10:50-12:30p,AC318,4,25.0,Sarang-Sieminski,01,,,EXPERIMENTAL GRADING,
FA,2014,E:C,ENGR 2510,Software Design,TF 1:30-3:10p,AC326,4,30.0,Millner,01,,,,
FA,2014,E:C,ENGR 3599,Special Topics in Computing: Computational Signal Processing,TF 10:50-12:30p,AC126,2,30.0,Downey,01,,,SESSION II; EXPERIMENTAL GRADING,
FA,2014,E:C,ENGR 3599A,Special Topics in Computing: A Computational Introduction to Robotics,TF 1:30-3:10p,AC128,4,18.0,Ruvolo,01,,,see registration booklet for specifics of this new offering and changes to the E:Robo concentration; WAITLIST Available,
FA,2014,E:C,ENGR 3599A,Special Topics in Computing: A Computational Introduction to Robotics,MR 1:30-3:10p,AC128,4,18.0,Ruvolo,02,,,see registration booklet for specifics of this new offering and changes to the E:Robo concentration; WAITLIST Available,
FA,2014,E:C,ENGR 3599B,Special Topics in Computing: Game Programming,TF 1:30-3:10p,AC126,4,30.0,Pucella,01,,,,
FA,2014,ECE,ENGR 3410,Computer Architecture,MR 10:50-12:30p,AC328,4,40.0,VanWyk,01,,,,
FA,2014,ECE,ENGR 3410,Computer Architecture,MR 3:20-5:00p,AC328,4,40.0,VanWyk,02,,,,
FA,2014,ECE,ENGR 3420,Introduction to Analog and Digital Communications,TF 9-10:40a,AC304,4,25.0,Govindasamy,01,,,,
FA,2014,ECE,ENGR 3426,"Mixed Analog and Digital VLSI, I",MR 3:20-5:00p,AC304,4,25.0,Minch,01,,,,
FA,2014,ECE,ENGR 3450,Semiconductor Devices,MR 1:30-3:10p,AC126,4,18.0,"Kerns, S.",01,,,Cancelled,
FA,2014,ENGR,ENGR 1199,Special Topics in Engineering: Introduction to the  Microelectronics and Nanotechnology Revolution  ,MR 9-10:40a,AC126,4,12.0,"Kerns, S.",01,,,Cancelled,
FA,2014,ENGR,ENGR 1330,Fundamentals of Machine Shop Operations,W 1-5:00p,AC104,4,6.0,Andruskiewicz,01,,,,
FA,2014,ENGR,ENGR 2210,Principles of Engineering,TF 10:50-12:30p,AC306,4,28.0,Govindasamy/Hoo ver & Bennett,01,,,,
FA,2014,ENGR,ENGR 2210,Principles of Engineering,TF 10:50-12:30p,AC309,4,28.0,Govindasamy/Hoo ver & Bennett,02,,,,
FA,2014,ENGR,ENGR 2210,Principles of Engineering,TF 1:30-3:10p,AC306,4,28.0,Govindasamy/Hoo ver & Bennett,03,,,,
FA,2014,ENGR,ENGR 4190,Senior Capstone Program in Engineering (SCOPE),W 9-10:40a; 12:30-6p,varies,4,5.0,Sarang-Sieminski; Minch; Hoover; Bennett; Barrett; Lee; Govindasamy; Ruvolo; Millner; Mur-Miranda; Downey; Byrne; Christianson,1-14,,,"Team Assignments made later; Enroll in
section 01",
FA,2014,ENGR,ENGR 4290,Affordable Design and Entrepreneurship,T 3:30-6:30p,AC213,4,15.0,Linder,01,,,CAPSTONE Offering,
FA,2014,INTEGRA TED,ENGR 2199B MTH 2188B,Special Topics in Engineering and Mathematics: Regional Analysis For Development,TR 3:20-5:00p,AC326,2 + 2,25.0,Mur-Miranda; Staff,B1,,,"Designated Alternative for MTH2130: Probability and Statistics (tentative offering
based on adjunct availability)",
FA,2014,INTEGRA TED,SCI 1210A / AHSE 2199A,Special Topics in AHS and Science: 6 Microbes that Changed the World,TF 1:30-3:10; W 1-5:00p,AC318 / AC406,4 + 4,24.0,Martello; Huang,A1,,,"Fulfills the Introductory Biology Requirement at
Olin; small Waitlist AVAILABLE",
FA,2014,ME,ENGR 2340,Dynamics,TF 9-10:40a; W 9:30-10:30a,AC328,4,40.0,Lee,01,,,,
FA,2014,ME,ENGR 3310,Transport Phenomena,MR 9-10:40a,AC328,4,30.0,Storey,01,,,,
FA,2014,ME,ENGR 3330,Mechanical Design,MR 10:50-12:30p,AC309,4,25.0,Barrett,01,,,Waitlist AVAILABLE,
FA,2014,ME,ENGR 3390,Fundamentals of Robotics,MR 3:20-5:00p,AC309,4,25.0,Barrett,01,,,Formerly titled Robotics I; Waitlist AVAILABLE,
FA,2014,MTH,MTH 2110,Discrete Math,MR 9-10:40a,AC326,4,35.0,Adams,01,,,Waitlist AVAILABLE,
FA,2014,MTH,MTH 2110,Discrete Math,MR 9-10:40a,AC128,4,35.0,Patel,02,,,Waitlist AVAILABLE,
FA,2014,MTH,MTH 2188A,Designated Alternative in Mathematics:  Computational Bayesian Statistics,TF 10:50-12:30p,AC126,2,24.0,Downey,01,,,SESSION I; Designated alternative for MTH2130: Probability and Statistics; EXPERIMENTAL GRADING,
FA,2014,MTH,MTH 2220,Linearity II,MR 1:30-3:10p,AC318,4,30.0,Geddes; Patel; Somerville,01,,,,
FA,2014,MTH,MTH 2220,Linearity II,MR 1:30-3:10p,AC326,4,30.0,Geddes; Patel; Somerville,02,,,,
FA,2014,MTH,MTH 2220,Linearity II,MR 1:30-3:10p,AC328,4,30.0,Geddes; Patel; Somerville,03,,,,
FA,2014,MTH,MTH 3150,Numerical Methods and Scientific Computing,MR 3:20-5:00p,AC318,4,16.0,Geddes,01,,,Waitlist AVAILABLE,
FA,2014,MTH,MTH 3160,Introduction to Complex Variables,MR 1:30-3:10p,AC417,4,24.0,Hoffman,01,,,May be used as an ME Math,
FA,2014,OIE,AHSE 1100,History of Technology,TF 10:50-12:30p,AC318,4,15.0,Martello,01,,,AHS Foundation,
FA,2014,OIE,AHSE 1122,Wired Ensemble,T 3:20-5:00p; F 10:50-12:30p,AC304; AC305,4,15.0,Dabby,01,,,AHS Foundation,
FA,2014,OIE,AHSE 1145,The Human Connection,T 10:50-12:30p; F 9:30- 12:30p,CC214,4,15.0,Lynch,01,,,AHS Foundation,
FA,2014,OIE,AHSE 1155,Identity from the Mind and Brain,TF 10:50-12:30p,AC128,4,15.0,Adler,01,,,AHS Foundation,
FA,2014,OIE,AHSE 1199,"Arts, Humanities, Social Sciences Foundation Topic: Robots, Mutants and Monsters: Envisioning Science in Cinema",TF 10:50-12:30p,AC326,4,15.0,Vitols,01,,,This course requires  attendance at Monday evening film screenings from 7-9:30pm.,
FA,2014,OIE,AHSE 1199,"Arts, Humanities, Social Sciences Foundation Topic:  Media Revolution: Activism and Technology",TF 9-10:40a,AC326,4,15.0,Vitols,02,,,,
FA,2014,OIE,ENGR 1125,"Introduction to Sensors, Instrumentation and Measurement",M 1:30-3:10p; T 1-3:10p,M: MH120; T: AC428,4,21.0,Storey; Minch; Christianson; Quinones,01,,,,
FA,2014,OIE,ENGR 1125,"Introduction to Sensors, Instrumentation and Measurement",M 1:30-3:10p; W 1-3:10p,M: MH120; W: AC428,4,21.0,Storey; Minch; Christianson; Quinones,02,,,,
FA,2014,OIE,ENGR 1125,"Introduction to Sensors, Instrumentation and Measurement",M 1:30-3:10p; R 1-3:10p,M: MH120; R: AC428,4,21.0,Storey; Minch; Christianson; Quinones,03,,,,
FA,2014,OIE,ENGR 1125,"Introduction to Sensors, Instrumentation and Measurement",M 1:30-3:10p; F 1-3:10p,M: MH120; F: AC428,4,21.0,Storey; Minch; Christianson; Quinones,04,,,,
FA,2014,OIE,ENGR 1200,Design Nature,MW 3:20-6:00p,MH120; AC204,4,32.0,"Linder; Chachra; Hendren; Mur- Miranda;
Zastavker",01,,,,
FA,2014,OIE,ENGR 1200,Design Nature,MW 3:20-6:00p,MH120; AC206,4,32.0,"Linder; Chachra; Hendren; Mur- Miranda;
Zastavker",02,,,,
FA,2014,OIE,ENGR 1200,Design Nature,MW 3:20-6:00p,MH120; AC209,4,32.0,"Linder; Chachra; Hendren; Mur- Miranda;
Zastavker",03,,,,
FA,2014,OIE,"MTH 1111 and
SCI 1111",Modeling and Simulation of the Physical World,MR 10:50-12:30p; W 9- 10:40a,MH120; AC204,2 + 2,28.0,Downey; Hoffman; Somerville; Townsend,01,,,,
FA,2014,OIE,"MTH 1111 and
SCI 1111",Modeling and Simulation of the Physical World,MR 10:50-12:30p; W 9- 10:40a,MH120; AC206,2 + 2,28.0,Downey; Hoffman; Somerville; Townsend,02,,,,
FA,2014,OIE,"MTH 1111 and
SCI 1111",Modeling and Simulation of the Physical World,MR 10:50-12:30p; W 9- 10:40a,MH120; AC209,2 + 2,28.0,Downey; Hoffman; Somerville; Townsend,03,,,,
FA,2014,SCI,SCI 1121,Electricity and Magnetism: Project Based Approach,TWF 9-10:40a,AC428,4,30.0,Christianson,01,,,,
FA,2014,SCI,SCI 1210,Principles of Modern Biology (with Lab): Designing Better Drugs to Fight Disease,TF 1:30-3:10p; lab T 3:20- 6:00p,AC417 AC406,4,24.0,Pratt,01,,,,
FA,2014,SCI,SCI 1410,"Materials Science and Solid State Chemistry (with Lab):
Environmental and Societal Impact of Materials",MW 3:20-6:00pm,AC413,4,21.0,Stolk,B1,,,,
FA,2014,SCI,SCI 1410,"Materials Science and Solid State Chemistry (with Lab):
Biomaterials, Polymers and Mechanical Properties",TR 3:20-6:00pm,AC413 AC417,4,21.0,Chachra,C1,,,,
